Province,County,Povy,NTL,Slope,RoadDensity,RailwayDensity,PopuDensity,ConstructionLand,EducationYear,ImmigrantPopu,PerHousing,NonAgriculturalPopu,Istrain
安徽省,龙子湖区,0,0.10994919205773716,0.0,0.004396039469800335,0.2353922200771604,0.028048522302377296,0.22667,0.6956912028725314,0.004188916746787054,0.41008902077151344,0.6932120220813739,1
安徽省,庐阳区,0,0.16167204882020922,0.0,0.005473624255101419,0.09930386308538328,0.11876384339925249,0.35971,0.8563734290843805,0.026712625151072412,0.37284866468842737,0.7553670006133715,1
安徽省,青阳县,0,0.004049773825704918,0.04208139313472624,0.0006244759512389894,0.0011371179708164298,0.004931156999198803,0.02757,0.5233393177737882,0.0014265840148982418,0.6541543026706231,0.1717440196278879,1
安徽省,三山区,0,0.04185540325901524,0.0,0.0006032786616925781,0.020796344097939134,0.005750869156703661,0.04154,0.45870736086175945,0.0012862591408891492,0.5586053412462908,0.07002657943160907,1
安徽省,石台县,1,0.0004984813348153607,0.03167788952552407,0.00023599313628186883,0.0,0.0014900329116005956,0.00423,0.4838420107719928,0.00032121240691143855,0.5388724035608309,0.19137190758536085,1
安徽省,舒城县,1,0.004737120759425477,0.0016444806037840365,0.00041462725673153137,0.0007453937922063775,0.008303916068499267,0.03483,0.5008976660682226,0.0014466304254709692,0.5305637982195847,0.16101001840114493,1
安徽省,濉溪县,0,0.016330681990581488,0.0,0.0003835468427341561,0.014339911461297677,0.012480735555424416,0.13448000000000002,0.5412926391382404,0.0011017695185870163,0.5084569732937686,0.1396442445307708,1
安徽省,太和县,0,0.008218749709735249,0.0,0.0003198823040621945,0.00814462827706292,0.01690349732083251,0.17459,0.5215439856373428,0.0014622916837309127,0.43649851632047487,0.07687589450010222,1
安徽省,桐城市,0,0.005905920162486338,0.0,0.000359794922037241,0.008078746311382905,0.009938091324402829,0.054299999999999994,0.563734290843806,0.0015759924186981016,0.48427299703264104,0.1348395011245144,1
安徽省,铜陵县,0,0.020332465377220336,0.0,0.0003573856309521928,0.032202962119772464,0.006731488835171749,0.05037,0.5152603231597845,0.0022321991397897287,0.565727002967359,0.1777755060314864,1
安徽省,芜湖县,0,0.01905839662395002,0.0,0.0006491446323487766,0.011114073553290306,0.008896328060467888,0.06593,0.5233393177737882,0.0027862944570265255,0.5066765578635015,0.18166019218973628,1
安徽省,五河县,0,0.0052975252414228695,0.0,0.000508075328816805,0.0,0.008995233059019624,0.11542999999999999,0.49371633752244165,0.0005625523966971659,0.4710682492581604,0.10826006951543651,1
安徽省,歙县,0,0.001673473052594425,0.021153213661306236,0.00022296284041354482,0.005309801024571595,0.004213085713476768,0.01365,0.5439856373429085,0.0020846700869810624,0.5345697329376855,0.13903087303209977,1
安徽省,萧县,1,0.005834708543227001,0.0,0.0006147493468585158,0.013003482706221852,0.01442571873537123,0.13859,0.5385996409335727,0.0011199365781685506,0.4863501483679526,0.09466366796156205,1
安徽省,宿松县,1,0.0011270012787129894,0.0,0.0002168753276719726,0.0025560775637657753,0.005778895951082586,0.032029999999999996,0.5035906642728905,0.001765337031060817,0.5780415430267063,0.15037824575751377,1
安徽省,宜秀区,0,0.021351101148364766,0.0,0.00157374222875055,0.012324208720726825,0.014784372628479071,0.08696,0.6813285457809695,0.011309464427252907,0.7089020771513355,0.410958904109589,1
安徽省,弋江区,0,0.0948383960666417,0.0,0.003912442762007722,0.08180780113825961,0.016978924709563994,0.26316,0.7648114901256732,0.014556982940034765,0.44035608308605345,0.6188918421590677,1
安徽省,颍东区,1,0.014982305460692735,0.0,0.0007535211593557894,0.056911553342154066,0.021132839211298646,0.19265000000000002,0.507181328545781,0.0026682085697465525,0.49792284866468844,0.032610918012676335,1
安徽省,颍上县,1,0.00820017276558064,0.0,0.00035672601065512617,0.009551220136382805,0.013809192883993725,0.15692,0.45601436265709155,0.0030390671653420112,0.4333827893175075,0.11725618482927827,1
安徽省,颍州区,0,0.06094785761391537,0.0,0.0022474661021688338,0.009381163798977712,0.028967680270584224,0.23346,0.6104129263913824,0.01084698747083678,0.6040059347181009,0.37824575751380085,1
安徽省,埇桥区,0,0.020902158331295034,0.0,0.0006013557008265534,0.021931559340504878,0.012992248412199385,0.1539,0.5960502692998205,0.009362926638124545,0.5106824925816024,0.25086894295645057,1
安徽省,雨山区,0,0.16344459890829494,0.0,0.002607534934329433,0.06627036008418621,0.04817599172621035,0.27841,0.7315978456014363,0.00925376766805274,0.412759643916914,0.6946432222449397,1
安徽省,禹会区,0,0.06759995169994522,0.0,0.0022264700527130526,0.01118399881650303,0.04828176822031924,0.15753,0.689407540394973,0.0040600245913077196,0.43902077151335317,0.7552647720302595,1
安徽省,裕安区,1,0.007641316362262796,0.0,0.00045463490474937566,0.01633801396554968,0.012132993342761491,0.06381,0.5493716337522441,0.007708001477796329,0.5301186943620179,0.18677162134532818,1
安徽省,岳西县,1,0.0007755874184549556,0.010161159099170836,0.00044835174191969044,0.0,0.0031355652226611103,0.00462,0.5152603231597845,0.0004090720657497209,0.5594955489614244,0.10815784093232467,1
安徽省,长丰县,0,0.014963728516538126,0.0,0.0006871678294729037,0.020312099758139458,0.00684658638575399,0.17553999999999997,0.5287253141831239,0.008183790503733409,0.42047477744807127,0.143937845021468,1
北京市,昌平区,0,0.06000198154070983,0.002596548321764268,0.0011537262095921358,0.06312348539858233,0.025451796856322595,0.20602,0.8850987432675044,0.17759804221742745,0.49673590504451043,0.5285217746882028,1
北京市,大兴区,0,0.08130199609264942,0.0,0.0014689855815723462,0.06232648010257608,0.026779395247947257,0.28058,0.7728904847396767,0.12260697931445348,0.48501483679525226,0.3756900429360049,1
北京市,东城区,0,0.5981311594180463,0.0,0.008691671314381094,0.8107808107001826,0.4494437190315454,1.0,0.938061041292639,0.026394701608395563,0.2606824925816024,0.8435902678388877,1
北京市,房山区,0,0.02875865763001539,0.012982741608821341,0.0011059875880925702,0.03710557929869718,0.010134724259767346,0.13174,0.7504488330341113,0.03678876549035478,0.47833827893175074,0.4650378245757514,1
北京市,海淀区,0,0.25360470120533407,0.0,0.0032581329673327633,0.16079789957828408,0.15977445588332836,0.52887,0.9847396768402155,0.2226874311981348,0.4072700296735906,0.7181557963606624,1
北京市,怀柔区,0,0.01200689823859608,0.0024407554224584118,0.0009634928339186328,0.013151419827712715,0.003670714751653493,0.03899,0.7217235188509873,0.017585400449760015,0.43086053412462916,0.33694540993661826,1
北京市,石景山区,0,0.2675482458720482,0.0,0.004427567083999112,0.3723327614842137,0.17126744576489208,0.6747,0.9075403949730699,0.04668699393580419,0.356379821958457,0.8012676344305867,1
北京市,西城区,0,0.5355330499317298,0.0,0.010004673465704743,0.5842522123378133,0.5579115807127936,1.0,0.9560143626570915,0.03737246058570287,0.3106824925816024,0.821917808219178,1
福建省,仓山区,0,0.32648514928122707,0.0,0.0073559290328162,0.04038707200803712,0.11629093212314419,0.33332999999999996,0.7836624775583483,0.05348319695770661,0.4586053412462909,0.45103250868942957,1
福建省,大田县,0,0.003176657450438261,0.0030985476639720263,0.0003313194492130272,0.0009986944905789978,0.0034822576235028053,0.01299,0.570915619389587,0.0017420017562535012,0.5026706231454006,0.11582498466571252,1
福建省,东山县,0,0.04913137305290404,0.0,0.0015551498803773002,0.0,0.024703853652414624,0.32195,0.5610412926391383,0.0016898497662478898,0.5307121661721068,0.31578409323246776,1
福建省,丰泽区,0,0.30817292658082057,0.0,0.003265422330615601,0.06580609439101874,0.09952785508652119,0.44643,0.7684021543985637,0.05150361391364977,0.4651335311572701,0.41934164792475975,1
福建省,福安市,0,0.009008269836306163,0.012255708078727345,0.000483898567928559,0.003071954760733112,0.007738735558923789,0.011399999999999999,0.5727109515260324,0.0035142297409486933,0.46350148367952526,0.1665303618891842,1
福建省,福清市,0,0.028733888371142578,0.015561979608440513,0.0011409530538396175,0.00705222442013762,0.019358180046226713,0.07933,0.615798922800718,0.0242821544817118,0.8359050445103858,0.12216315681864648,1
福建省,古田县,0,0.003082224650985662,0.004379511502709065,0.00044987222260445416,0.004651457049834118,0.003370691258137433,0.00885,0.5673249551166966,0.0020112187857419276,0.5440652818991097,0.15896544673890817,1
福建省,光泽县,0,0.0009814818828352133,0.048797798127023145,0.00020066991037370085,0.004797491443074295,0.0014739676094878173,0.00358,0.5942549371633751,0.001211085101241421,0.4875370919881306,0.20660396646902474,1
福建省,海沧区,0,0.23648295100950212,0.012186466790146963,0.004120664765782584,0.04496479833815715,0.027580115355231662,0.31515,0.7046678635547575,0.028318843798212204,0.4317507418397627,0.22878756900429362,1
福建省,涵江区,0,0.034022125140488135,0.0023368934895878417,0.0006478701117747835,0.01963401497780111,0.01726949989668897,0.06292,0.6238779174147216,0.015237151386264105,0.6354599406528191,0.1574320179922306,1
福建省,湖里区,0,0.7201460767042025,0.0,0.015050444518118192,0.17101769085375182,0.24542268525639507,0.86441,0.7405745062836624,0.1168209274503174,0.22700296735905046,0.30934369249642196,1
福建省,建宁县,0,0.0015883287252191306,0.012082604857276394,6.956758133045593e-05,0.0026290947603858643,0.0017128475175370269,0.00233,0.5457809694793536,0.0008898726943299824,0.6072700296735906,0.14598241668370474,1
福建省,建瓯市,0,0.0021348004991005665,0.011961432602260727,0.0002750784338843235,0.006586769521813472,0.0026563420325088545,0.0042899999999999995,0.5269299820466786,0.0033594965093404526,0.5844213649851633,0.1757309343692496,1
福建省,建阳市,0,0.0034522154553983052,0.01227301840087244,0.00015430083949092606,0.004149374632684258,0.0020832720280344295,0.00739,0.5565529622980251,0.005147698977460787,0.5304154302670624,0.22592516867716214,1
福建省,将乐县,0,0.0017276558063787036,0.015492738319860134,0.0002333267050810149,0.00458176962765273,0.0016185235160233891,0.00582,0.566427289048474,0.0024666481759410813,0.6384272997032642,0.1756287057861378,1
福建省,蕉城区,0,0.02040212891780012,0.028440859284391284,0.0007427100944869181,0.003576891270259002,0.007495879090945675,0.01606,0.6086175942549371,0.0072542948260057695,0.4872403560830861,0.2583316295236148,1
福建省,晋江市,0,0.19736609893461224,0.0,0.0021829071630940695,0.006223586266963716,0.07390595690267975,0.45122,0.5906642728904847,0.15876757173600192,0.556379821958457,0.05949703537108975,1
福建省,荔城区,0,0.10489781132636287,0.0,0.0017088469995963347,0.020930724280643857,0.03848015243267644,0.15209,0.6238779174147216,0.016140805987862838,0.7526706231454007,0.1318748722142711,1
福建省,连城县,0,0.003255609463095353,0.006058612750783292,0.00023586456622396606,0.007031770091442742,0.0024262423687826684,0.026019999999999998,0.5996409335727109,0.0008421058566371551,0.5316023738872404,0.12901247188713963,1
福建省,龙海市,0,0.050766144138509696,0.0,0.0012131032163331646,0.018978762936470998,0.017646064215716607,0.1841,0.5879712746858169,0.02227751342443905,0.5746290801186944,0.133203843794725,1
福建省,龙文区,0,0.18370120843021726,0.0,0.0030289708141272957,0.04776894409760616,0.028750782785822004,0.304,0.5978456014362656,0.007866180186221757,0.5909495548961425,0.08260069515436516,1
福建省,马尾区,0,0.07134785018313772,0.008326264951790752,0.0018057385132323966,0.045552741367619234,0.0312197175020014,0.09795999999999999,0.6624775583482945,0.01414352572197226,0.44362017804154313,0.2741770599059497,1
福建省,梅列区,0,0.022149909747012985,0.034430230746594195,0.00029134534121028787,0.0169135892613823,0.011150114978253784,0.06,0.7477558348294434,0.008495606155688881,0.38605341246290803,0.6514005315886321,1
福建省,南靖县,0,0.006757363436239284,0.0026657896103446485,0.0002967117436271009,0.00916306357324279,0.004241748757444319,0.02265,0.5852782764811489,0.0020815378353290738,0.43902077151335317,0.12185647106931097,1
福建省,屏南县,0,0.0013220591923363914,0.0011597915837213732,0.0004890749102597766,0.0,0.002264857660627969,0.00738,0.5763016157989228,0.0006168969628591694,0.5543026706231454,0.12308321406665301,1
福建省,泉港区,0,0.09567126239624005,0.0,0.0017568595312192584,0.03110508791912644,0.0267868711806136,0.16667,0.5987432675044883,0.0033524489431234782,0.8161721068249259,0.08178286648947045,1
福建省,三元区,0,0.007817797331731588,0.025965483217642683,0.0005727181179293315,0.009499132950520267,0.006654948009660177,0.03388,0.6956912028725314,0.009868472054755517,0.3571216617210683,0.47914536904518507,1
福建省,邵武市,0,0.0022013678823212513,0.009070608804029844,0.00023748566695404498,0.007433007911306226,0.00237257471598216,0.01188,0.6202872531418312,0.004429786898824983,0.4721068249258161,0.32273563688407275,1
福建省,石狮市,0,0.3221273077982916,0.0,0.0026456811115089453,0.0,0.10203836871331722,0.44231000000000004,0.6131059245960503,0.05366439771577416,0.5001483679525224,0.1726640768758945,1
福建省,顺昌县,0,0.001901040618488394,0.00969378040125327,0.00016598394475252935,0.0062659219705414855,0.0023649079084392304,0.00916,0.563734290843806,0.0022259346364857514,0.5805637982195846,0.2566959721938254,1
福建省,泰宁县,0,0.0014459054867004561,0.028163894130069762,0.000200105320119432,0.005521479542460452,0.0017858571578317313,0.00457,0.580789946140036,0.0011208762536641472,0.5605341246290803,0.1645880188100593,1
福建省,武平县,0,0.0017911270322402866,0.0006577922415136146,0.00023787137712775344,0.0,0.002633373422359497,0.02199,0.5987432675044883,0.0011489099059494457,0.6712166172106825,0.11153138417501533,1
福建省,武夷山市,0,0.004506457036172406,0.02904672055946961,0.0002296037634043509,0.010521849385264178,0.0020473239262771238,0.00392,0.6490125673249552,0.00565308778150916,0.5698813056379822,0.27141688816193005,1
福建省,霞浦县,0,0.0052588232744341,0.0,0.00012583095666922963,0.006877886944168484,0.007433781131095887,0.0098,0.5529622980251346,0.0015078659452673478,0.46839762611275976,0.12707012880801472,1
福建省,翔安区,0,0.11586285261362124,0.0,0.0017393907733520286,0.008182920683107983,0.022101688272377178,0.22190000000000001,0.5951526032315979,0.010366030229673919,0.762759643916914,0.06389286444489879,1
福建省,永安市,0,0.004127177759682458,0.008239713341065278,0.00024759798150822697,0.00769344384061892,0.0029491122807145907,0.02207,0.6274685816876122,0.009603326952414675,0.4810089020771513,0.3353097526068289,1
福建省,永春县,0,0.010938723949706021,0.0023888244560231267,0.0007635552138747262,0.0022951659523904096,0.007607572706228772,0.03235,0.6023339317773788,0.0031183131321373247,0.6189910979228487,0.09435698221222653,1
福建省,长乐市,0,0.059749644715943045,0.0,0.0016573351263974474,0.001017008249991854,0.025019242573495973,0.12836,0.5789946140035905,0.02137558156124891,0.45356083086053417,0.09997955428337763,1
福建省,长汀县,0,0.0023221180193262144,0.0011078606172860877,0.00014679346610990538,0.00946274327272589,0.0031495309011314266,0.01892,0.5727109515260324,0.0013756849255534258,0.5498516320474778,0.17307299120834183,1
福建省,诏安县,0,0.008667692526804984,0.004344890858418876,0.0006031221416220877,0.006036405375302445,0.011711605240215235,0.04492,0.5511669658886894,0.0005478308139328192,0.28486646884273004,0.09527703946023308,1
福建省,柘荣县,0,0.0031395035621290418,0.0064221295158302895,0.0002852466484636806,0.0,0.004086440232860987,0.0037099999999999998,0.5529622980251346,0.0007656789163286315,0.6212166172106826,0.10734001226742997,1
福建省,周宁县,0,0.0038222062598109487,0.008343575273935849,0.00022618268186363262,0.0,0.0025809464562568064,0.00482,0.5323159784560143,0.0008690432208442577,0.6645400593471811,0.08975669597219381,1
甘肃省,阿克塞哈萨克族自治县,0,0.0009102702635758761,0.016479426682130555,2.7530762398754157e-05,0.0002946850378250485,1.030724333572298e-05,0.00031,0.6938958707360862,0.0005316997179250775,0.41646884272997037,0.4672868534042118,1
甘肃省,成县,0,0.003698359965446884,0.004137166992677734,0.00027271386281941526,0.0,0.003391528432164898,0.01851,0.5161579892280072,0.001161282299974801,0.33931750741839767,0.14414230218769167,1
甘肃省,城关区,0,0.1981262055662717,0.5136318786892624,0.0026637591796505843,0.0012474762093562383,0.1279673527611085,0.25,0.644524236983842,0.017049785417269953,0.43382789317507425,0.6005929257820486,1
甘肃省,宕昌县,1,0.0010387607939785933,0.16777164223026192,0.00018725949433418587,0.006889778995735273,0.0019121845136532002,0.00423,0.2989228007181328,0.001012500346505339,0.3535608308605342,0.06297280719689224,1
甘肃省,东乡族自治县,0,0.0018840117530133354,0.0,0.0003047613472523204,0.0,0.003714138786077141,0.01594,0.333931777378815,0.00028801053940035864,0.20281899109792287,0.10948681251277856,1
甘肃省,甘州区,0,0.006396661103903944,0.010351572642766881,0.00021641694746553648,0.0076760814453314076,0.0029633960839792195,0.03215,0.6463195691202872,0.0041084178793309445,0.4290801186943621,0.34318135350644036,1
甘肃省,高台县,0,0.0016812134459921791,0.0007962748186743755,9.479526269199449e-05,0.006239045934000541,0.0007030557954304873,0.0087,0.5718132854578096,0.0009240142373366589,0.4409495548961425,0.15048047434062564,1
甘肃省,广河县,1,0.003941408318136361,0.0,0.00041115027516563793,0.0,0.009630146523508389,0.03565,0.32046678635547576,0.0006251974297369394,0.1894658753709199,0.06327949294622776,1
甘肃省,合水县,1,0.012751524083460019,0.0,0.00021419212646356609,0.0,0.0011072651590838705,0.0054600000000000004,0.5287253141831239,0.0004762588636848779,0.29287833827893184,0.14465344510325087,1
甘肃省,和政县,1,0.0028345320622575327,0.0,0.0002627245283206186,0.0,0.006785792737560883,0.046900000000000004,0.38420107719928187,0.0004397681319392099,0.25994065281899115,0.2358413412390104,1
甘肃省,红古区,0,0.012135388768998797,0.0,0.0007402952133993524,0.04765668313081567,0.004866863978268259,0.0364,0.6400359066427289,0.002596636619498611,0.38278931750741846,0.5860764669801676,1
甘肃省,华亭县,0,0.004263408683482929,0.0,0.00042733892245635705,0.01885603696430173,0.0035475686437751487,0.01585,0.5601436265709157,0.002310505431089446,0.34169139465875376,0.46002862400327127,1
甘肃省,徽县,0,0.001673473052594425,0.0237670723052156,0.0002379496371629986,0.002092763234723649,0.001705180709994097,0.00483,0.5107719928186715,0.0004706208107112983,0.3562314540059348,0.1450623594356982,1
甘肃省,积石山保安族东乡族撒拉族自治县,1,0.0021936274889234973,0.06496563901054199,0.0003397994830320952,0.0,0.005520196868347712,0.022099999999999998,0.3734290843806104,0.000379159062473229,0.2531157270029674,0.04947863422612962,1
甘肃省,景泰县,0,0.0014846074536892264,0.0021984109124270805,0.0001788185905327404,0.005136890594790473,0.0009184262811800075,0.00728,0.6032315978456014,0.0011055282205694027,0.34732937685459947,0.1879983643426702,1
甘肃省,靖远县,0,0.00156820370238497,0.0012463431944468486,0.0001707857569150735,0.0032379678006054964,0.00183672531244229,0.02001,0.5691202872531418,0.0011943275549032815,0.3378338278931751,0.08648538131261499,1
甘肃省,静宁县,1,0.0018143482124335487,0.0,0.0001988028495328513,0.0,0.004390503911264815,0.028319999999999998,0.42369838420107714,0.0005135326583435431,0.27581602373887243,0.061337149867102835,1
甘肃省,康县,1,0.0008251259362005815,0.050424968408662084,0.00013086195893499182,0.0,0.0014148282102251352,0.00745,0.3824057450628366,0.00043961151935661047,0.3192878338278932,0.07646698016765488,1
甘肃省,崆峒区,0,0.009365876011282397,0.0,0.00046274040839977033,0.013291983877232169,0.005911458552872579,0.03677,0.5798922800718134,0.002889502148959552,0.349406528189911,0.3344919239419341,1
甘肃省,两当县,1,0.00032974075874432244,0.041735186691824334,0.00011942481378415912,0.004944952882502488,0.0007502337024270217,0.0014099999999999998,0.5143626570915619,0.00011385734754978831,0.3824925816023739,0.20363933755878144,1
甘肃省,临潭县,1,0.0009272991290509349,0.026086655472658347,0.0005399048031515271,0.0,0.0020539727344782537,0.01768,0.41292639138240567,0.00023507548648175002,0.4124629080118695,0.0736045798405234,1
甘肃省,临洮县,1,0.00282988782621888,0.0012117225501566587,0.00040894222417122003,0.0007829726751574329,0.004005795597502784,0.02105,0.552064631956912,0.0016713694815011567,0.27195845697329385,0.07196892251073399,1
甘肃省,临夏市,0,0.06899012635418184,0.0,0.004656986377320385,0.0,0.06009615958157682,0.31111,0.6131059245960503,0.006858221604611802,0.3117210682492582,0.5623594356982212,1
甘肃省,陇西县,1,0.003698359965446884,0.0,0.0004742390435782956,0.00827020834160822,0.004184868044221255,0.01998,0.5403949730700179,0.0010200177504701119,0.2909495548961425,0.155285217746882,1
甘肃省,碌曲县,0,0.00010526935020945506,0.0,0.0001830222724259106,0.0,0.00019062037675201266,0.0013800000000000002,0.39317773788150806,0.0003761834234038398,0.2596439169139466,0.17961562052749946,1
甘肃省,玛曲县,0,0.00017802904814834313,0.008430126884661323,5.0410642702937054e-05,0.0,0.00013377147600838004,0.00083,0.3833034111310592,0.0005689735125837427,0.14020771513353117,0.1267634430586792,1
甘肃省,麦积区,1,0.00554676590883055,0.015423497031279753,0.0004006857904528526,0.020986141240945097,0.003633080588486332,0.0184,0.5834829443447037,0.003955250773548699,0.3183976261127597,0.30249437742792884,1
甘肃省,民乐县,0,0.002568262529374793,0.01689487441361284,0.00016396036384118946,0.005947452829582859,0.00202190575521156,0.03028,0.5323159784560143,0.0005179178106563273,0.34465875370919885,0.09149458188509506,1
甘肃省,宁县,1,0.0015852325678600292,0.0,0.00024800605169200544,0.001337617960232504,0.0034273492840044785,0.04642,0.5098743267504487,0.0007448494428429068,0.3495548961424333,0.07708035166632589,1
甘肃省,七里河区,0,0.06296035989733142,0.0,0.0019922992572518933,0.07776141167214376,0.038297803300576555,0.09873,0.7917414721723519,0.018791004110610455,0.3370919881305639,0.7315477407483132,1
甘肃省,秦州区,0,0.0060793049745960295,0.0,0.0004523765437323002,0.0,0.006145439339089377,0.03078,0.6068222621184919,0.007403233392057831,0.3072700296735906,0.4897771416888162,1
甘肃省,肃北蒙古族自治县,0,0.0010279242432217376,0.02264190136578442,3.3763615205781743e-06,0.0005755752958326208,5.535371421036415e-06,0.00013,0.7001795332136446,0.0007482949196600943,0.42566765578635024,0.41811490492741765,1
甘肃省,肃州区,0,0.008689365628318695,0.0005193096643528536,0.00026287545838859144,0.015168549614471583,0.002703647189423114,0.013999999999999999,0.6633752244165171,0.007498610454860886,0.4296735905044511,0.41341239010427316,1
甘肃省,天祝藏族自治县,1,0.0011718955604199629,0.039779120289428586,4.487095020808114e-05,0.0031062038692454665,0.0006487518930413541,0.0052,0.4703770197486535,0.0009919840981848132,0.291246290801187,0.17102841954610504,1
甘肃省,文县,1,0.0005743371901133504,0.4925132856722464,0.00022110136957521282,0.0,0.0010398227026896338,0.00299,0.4084380610412926,0.0005122797576827477,0.3727002967359051,0.11040686976078512,1
甘肃省,武都区,1,0.0019443868215158167,0.20419256002354202,0.0002708132619634607,0.007731736246663984,0.0026844006393672115,0.00923,0.4102333931777379,0.002460070447471905,0.355192878338279,0.2084440809650378,1
