Province,County,Povy,MeanNTL,NonAgriculturalPopu,PopuDensity,ImmigrantPopu,PerHousing,EducationYear,ConstructionLand,Popu65,v24,v21,v16,RailwayDensity,v13,v9,RoadDensity
江西省,安福县,0,0.0005898179769088585,0.1911674504191372,0.0034045715487317075,0.0009280861644842443,0.4823442136498517,0.5978456014362656,0.02541,0.12,0.6799691622569624,0.33103152637455946,0.8425651882814871,0.005671795074264675,0.24733853819834026,0.6319874587046298,0.00039676160868555804
江西省,安义县,0,0.003285022958006818,0.37057861378041296,0.006552480013412142,0.001953898580510535,0.5624629080118695,0.6615798922800717,0.038860000000000006,0.8800000000000001,0.989268563709018,0.31629830274000204,0.36306574914058415,0.0,0.5951795951272197,0.5567282751748872,0.00048421719807205735
江西省,安源区,0,0.03482867413253411,0.7482109997955427,0.058601004860787786,0.007726481762543063,0.4497032640949556,0.7782764811490125,0.27358000000000005,0.76,0.7160834437934869,0.9240696141764922,0.2450637737627761,0.07079885332081973,0.5789962291349248,0.3795790028372323,0.0017649370848570657
江西省,安远县,1,0.0011610590096631072,0.1706195052136577,0.003628372341530508,0.00040077159887195085,0.3654302670623146,0.5206463195691202,0.00509,0.12,0.08572547527022863,0.35856912751717485,0.5136391696400343,0.0,0.06432692329699101,0.37005230174795395,0.00046858755103308956
江西省,昌江区,0,0.02061111953953948,0.4472500511142915,0.013885065647437241,0.00638572144290931,0.5360534124629079,0.6624775583482945,0.08959,0.8800000000000001,0.32226791866416543,0.1864496515242012,0.5894845580289703,0.03416253437694807,0.6129644836973533,0.059087165115952266,0.0011410760338950027
江西省,崇义县,0,0.0008421548016756405,0.14444898793702718,0.0021288911235388328,0.0006853366614551218,0.4369436201780416,0.5727109515260324,0.00364,0.2,0.5034381025308347,0.2076991113219712,0.9664160109440294,7.491992487077502e-05,0.7493072748462312,0.18421852101378872,0.00026317172852201965
江西省,德兴市,0,0.002795830095268762,0.3840727867511756,0.003319982165924031,0.002103306984310395,0.5173590504451039,0.5493716337522441,0.01965,0.44,0.08753404521331341,0.4645777550105297,0.3644365635335504,0.008836745678250081,0.3949246699702809,0.5913001765024686,0.0004928369819540632
江西省,都昌县,0,0.0015759440957827241,0.12420772848088325,0.00783340949771117,0.0003871463041858001,0.4821958456973294,0.5583482944344704,0.02126,0.12,0.6764862211794331,0.5643817110747211,0.2540711293757333,0.0026730953511829862,0.8145129285457716,0.5963061841770161,0.00015378655925931482
江西省,丰城市,0,0.0052015443632907185,0.1817624207728481,0.011306250627302328,0.0016355052000858864,0.4326409495548962,0.5960502692998205,0.031330000000000004,0.32,0.052745343264097064,0.6562923304570338,0.00273624201253764,0.021224220113312226,0.04562227372677335,0.9587126435697908,0.0005814329318541352
江西省,奉新县,0,0.0022323294559122675,0.2363524841545696,0.004534423568211762,0.0015268160677618793,0.4520771513353117,0.6113105924596051,0.02807,0.44,0.4874146789620544,0.3360588523605295,0.8982013789634077,0.0,0.7399918322714601,0.5185036355759045,0.000491104081173634
江西省,浮梁县,0,0.0015140209486006913,0.21468002453485996,0.002423570120510444,0.0033970835291643174,0.3910979228486648,0.615798922800718,0.00949,0.5200000000000001,0.9678455861119774,0.5302527361625068,0.1632401166729927,0.009586658450051841,0.8852971608899358,0.11690518300410364,0.0003854418535875932
江西省,高安市,0,0.004734024602066375,0.2612962584338581,0.008268063404180254,0.002958098460138104,0.5517804154302671,0.6238779174147216,0.0309,0.44,0.1300717573076236,0.7486390344191868,0.3398934868817281,0.014336581686858975,0.3737576388866362,0.9665435941105156,0.0006756915543044482
江西省,共青城市,0,0.009913895863843386,0.3416479247597628,0.010983640273390086,0.002970001016415661,0.4761127596439169,0.66786355475763,0.01342,0.36000000000000004,0.047428990581368465,0.7407585680135633,0.5239886721837275,0.024435787559439447,0.3045481703786241,0.15983166727126075,0.0008653715197287177
江西省,广昌县,1,0.0016456076363625107,0.2346145982416684,0.003570091879212469,0.00017039448986818392,0.3643916913946588,0.5682226211849192,0.00746,0.12,0.3853153350052387,0.5373081654083816,0.10531507313690734,0.0,0.9303365955770699,0.5905677608872001,0.0004030783115303484
江西省,广丰县,0,0.0017787424028038806,0.1836025352688612,0.012917457273056529,0.0008349016778375813,0.46038575667655796,0.5825852782764811,0.012329999999999999,0.03999999999999999,0.18665722048998729,0.0081275195936737,0.3909037332276312,0.002761572214839901,0.7970845777552296,0.24179546363270396,0.0004060410128646305
江西省,贵溪市,0,0.00365191760506036,0.1688816193007565,0.005426159179148956,0.0018124774184232464,0.5829376854599407,0.5610412926391383,0.01529,0.16000000000000006,0.4982616153903972,0.1614547470346651,0.34089860374470554,0.015344551977660069,0.7931470656241398,0.5584005638234923,0.00016696219519309418
江西省,横峰县,1,0.002450608549728932,0.2052749948885708,0.006916732902899882,0.0005888633105738707,0.5807121661721069,0.5323159784560143,0.013619999999999998,0.32,0.3733268571620068,0.02659453417163399,0.6157341858796052,0.019575981766155173,0.08835626433109373,0.5019187177765553,0.0004168520777335017
江西省,湖口县,0,0.009175462333697648,0.2050705377223472,0.009984060357180977,0.001431752230124023,0.5479228486646885,0.6032315978456014,0.03367,0.8,0.5360921509401952,0.3217912943113456,0.7379160244940952,0.018374884557909414,0.4558372332231994,0.7570526081840742,0.0004365232965926317
江西省,会昌县,1,0.00162548261352835,0.1469024739317113,0.004017025402742013,0.0008007601348309048,0.3678041543026707,0.5089766606822261,0.00885,0.32,0.007434472954219226,0.1611794966184549,0.6304975245858746,0.0037015199706789577,0.3235924494835793,0.1581926590305491,0.0004325432148001622
江西省,吉安县,1,0.002780349308473254,0.1789000204457166,0.005423773243191612,0.0008765606248090304,0.4629080118694362,0.5825852782764811,0.02679,0.44,0.6940502348442765,0.8955540868651625,0.5055793122331224,0.010364160781488548,0.46859728464140504,0.3635536071011232,0.0004194626089091805
江西省,吉水县,0,0.0010588858168127538,0.2043549376405643,0.004780302221735843,0.0006233180787457462,0.5221068249258161,0.5682226211849192,0.01438,0.8400000000000001,0.14724754034047582,0.5568327700327487,0.9792356570502492,0.007855413582958595,0.7833632684548668,0.7503682745018221,0.00027833740535203387
江西省,吉州区,0,0.023854344373198427,0.6295236148026988,0.01943258943561639,0.00230909591784605,0.5034124629080119,0.7001795332136446,0.04286,0.9600000000000002,0.6437126439196287,0.7743540419682559,0.4174434365238188,0.014787290441240303,0.05085003062778391,0.6579258729415335,0.0009146809319357047
江西省,金溪县,0,0.0017276558063787034,0.16121447556736865,0.005357953223248369,0.00031886321817244714,0.4537091988130565,0.566427289048474,0.016380000000000002,0.9600000000000002,0.2857644701773393,0.5447300844239064,0.33586086660762543,0.0,0.7644441359461343,0.3920502185714855,0.0003086687590120623
江西省,进贤县,0,0.0024057142680219577,0.17532202003680225,0.008793255627110658,0.0015485852167432005,0.5400593471810089,0.573608617594255,0.02725,0.48,0.4810203996801393,0.9337709263804151,0.336158638698814,0.015324335489996526,0.027111776569015904,0.9674717831218818,0.0005143417216389377
江西省,九江县,0,0.011505320746421618,0.2037415661418933,0.010718642319727823,0.0005685036748359443,0.5908011869436203,0.6059245960502693,0.03194,0.56,0.2324296083937324,0.6752681812728402,0.9166408230955704,0.057453355211537015,0.5195441942202574,0.05517947692634998,0.0007437218849425883
江西省,乐安县,1,0.0005542121672791898,0.15477407483132286,0.00349568248982279,0.00044102103260000537,0.3887240356083087,0.5421903052064629,0.00827,0.36000000000000004,0.8714763804600607,0.8005708464316194,0.7951835337749711,0.0007325503765142447,0.5629449554109707,0.8652137506190445,0.0004870848693635417
江西省,莲花县,1,0.000950520309244197,0.1717440196278879,0.00539558738641553,0.001019391300139714,0.5683976261127597,0.5691202872531418,0.027180000000000003,0.16000000000000006,0.4629759084806024,0.8617580884749125,0.9329657221112132,0.0021534126977142765,0.39508196892211656,0.2815166238373101,0.0005354216211324814
江西省,临川区,0,0.008310086351828744,0.323246779799632,0.012432094274374044,0.006173668006069677,0.5173590504451039,0.6472172351885099,0.03877,0.6800000000000002,0.6980408844637936,0.9005557850398631,0.3188653200048387,0.022013138814253052,0.27487652438959875,0.018066197837986155,0.0006114791953857702
江西省,龙南县,0,0.002535752877104226,0.16070333265180944,0.004573934667665366,0.0012223612071885802,0.3910979228486648,0.6086175942549371,0.0133,0.56,0.6418447419190306,0.004409367550100561,0.14962026725610078,0.004128920303989379,0.2985360101387349,0.9684138442522959,0.0002610028075452244
江西省,芦溪县,0,0.002079069666636737,0.13841750153342872,0.00658238374407751,0.0010095247074359498,0.6353115727002968,0.5933572710951526,0.01967,0.03999999999999999,0.3390648224622542,0.8341650915044927,0.4502057051699705,0.010166039202385832,0.7680199669261736,0.18803877444726533,0.0005701858467888979
江西省,南昌县,0,0.020912994882051887,0.2499488857084441,0.012812221591097978,0.021280987561358853,0.5327893175074184,0.6436265709156194,0.09451,0.2,0.8403315694134127,0.5951750851484476,0.5601861092094048,0.07846042646323965,0.3434584427669992,0.4436821477297361,0.0006811026767414015
江西省,南丰县,0,0.0019490310575544692,0.18339807810263747,0.003698137108923225,0.0004897275457884292,0.4255192878338279,0.5457809694793536,0.00996,0.48,0.6112181713136643,0.8565455827949137,0.3894592033351336,0.006103476546139139,0.5656322093177676,0.6777372383714843,0.00031194450048732523
江西省,宁都县,1,0.0011749917177790645,0.12206092823553465,0.004836610310329146,0.0008847044791042011,0.4025222551928784,0.5556552962298025,0.009890000000000001,0.48,0.2643996487241305,0.473421282905603,0.1758183574208097,0.0,0.703125662641576,0.4057541412547488,0.0003124923207340416
江西省,彭泽县,0,0.001984636867184138,0.13259047229605395,0.00540987118968016,0.000654640595265633,0.4875370919881306,0.5834829443447037,0.018359999999999998,0.8800000000000001,0.006491307039121456,0.6075515225822039,0.14719378615495005,0.006998710188087066,0.4874443915891412,0.3915575230549753,0.00026922011124596933
江西省,鄱阳县,1,0.0014102996770707875,0.13494172970762625,0.007610531266815877,0.001645841630537449,0.5252225519287834,0.5314183123877917,0.027739999999999997,0.5200000000000001,0.0982961984526509,0.5782822728998538,0.07961746329970038,0.003010353933617141,0.3720735313428844,0.9056354987527384,0.00026149472776676555
江西省,铅山县,0,0.0025063393821927607,0.16469024739317112,0.004694154027436036,0.0011695827668525712,0.4804154302670623,0.518850987432675,0.01379,0.0,0.16981339469370207,0.2298389055733845,0.72270169855013,0.008215029222338315,0.1352862818294538,0.254890444254947,0.00031511403191475536
江西省,青山湖区,0,0.11876859629513813,0.5529544060519321,0.08468631543250417,0.05115750010610502,0.4192878338278933,0.8689407540394972,0.45,0.7200000000000002,0.2538317555521501,0.6984027543850281,0.2981970314529315,0.1327293281062217,0.8049585803443373,0.5213868824905193,0.004341106515060729
江西省,青原区,0,0.006833219291537272,0.1587609895726845,0.005707317872362288,0.002799136688799679,0.5074183976261127,0.6570915619389587,0.019819999999999997,0.4000000000000001,0.5540664422924497,0.036836718420326216,0.4852255084832731,0.0069592285768853256,0.7918052556697172,0.22362952990626933,0.00030074772544474564
江西省,青云谱区,0,0.21478662831559756,0.7524023717031282,0.2948658316633107,0.014274923678773184,0.33412462908011875,0.7962298025134649,0.8205100000000001,0.8,0.5033304238200582,0.7689310148493027,0.30818570510723264,0.32671794360741585,0.39844080474111787,0.35385682009220115,0.009269431614581224
江西省,全南县,0,0.0008839529260235123,0.2652831731752198,0.002954584027176765,0.0005235558636299068,0.3636498516320476,0.6068222621184919,0.00978,0.24,0.8195458851538041,0.3292215314150913,0.25072248388264884,0.0,0.4611618203979294,0.6962245799499458,0.00019266502676862143
江西省,瑞昌市,0,0.006700084525095904,0.22316499693314248,0.007174127673978075,0.0009379527571880084,0.5264094955489614,0.6615798922800717,0.03338,0.48,0.3550753277515839,0.4231493404092712,0.6294629809586173,0.008743749834997785,0.4335169961550637,0.9364942591356984,0.00028075787644211725
江西省,上饶县,1,0.004543610924481626,0.13463504395829073,0.008081992211986909,0.002706108814735616,0.4836795252225519,0.5242369838420108,0.01405,0.03999999999999999,0.7931858276435646,0.2948734580578939,0.2216845638731463,0.017785752323290657,0.31816547205224804,0.4459226201878091,0.00035238257869901816
